Id;Role;Message;Datetime;Classification;Topic;Change;TimeDelta;TimeDeltaMinutes
NwfUCj8zyl;User;como funciona el dequeue de una cola?;2024-05-29 08:42:03;Conceptual Questions;Data Structures;No;0 days 00:06:56;6.933333333333334
NwfUCj8zyl;User;y como quedaría la cola en este caso;2024-05-29 08:42:47;Conceptual Questions;Data Structures;No;0 days 00:00:44;0.7333333333333333
NwfUCj8zyl;User;"y en este caso:     q.enqueue(3);  q.enqueue(7);  q.enqueue(10);    q.dequeue();";2024-05-29 08:44:44;Debugging Help;Data Structures;No;0 days 00:01:57;1.95
O9qCHU9a4j;User;How many swaps are needed to sort the following array 5,3,4,1,2 from smallest to largest using Heap Sort? Select one: a. 7 b. 9 c. 6 d. 8;2024-05-29 11:12:01;Multiple Question Exercise;Sorting;No;0 days 00:00:00;0.0
O9qCHU9a4j;User;the correct answer is 6;2024-05-29 11:12:19;Student Correction;Sorting;No;0 days 00:00:18;0.3
OJQEekFqjJ;User;Dado el siguiente montículo (min-heap) {1,2,7,8,5,10,9}, cuando se añade el valor 4 ¿cuántos intercambios hay que realizar?;2024-05-29 10:17:58;Conceptual Questions;Data Structures;No;0 days 00:00:00;0.0
OJQEekFqjJ;User;si una clase hereda de otra y a la vez implementa una interfaz, como se escribiría en código;2024-05-29 10:22:04;Code Snippet;Object Orientation;Yes;0 days 00:04:06;4.1
OJQEekFqjJ;User;como identificar los tipos de recursión;2024-05-29 10:24:36;Conceptual Questions;Recursion;Yes;0 days 00:02:32;2.533333333333333
OJQEekFqjJ;User;y las recursiones anidadas y en cascada?;2024-05-29 10:25:45;Conceptual Questions;Recursion;No;0 days 00:01:09;1.15
OJQEekFqjJ;User;Si G es un árbol binario de búsqueda vacío y en él se insertan sucesivamente , y en el orden dado, los valores: 5,9,13,12,25,17,28 y 10  ¿cuál es la altura del árbol resultante?;2024-05-29 10:31:19;Conceptual Questions;Data Structures;Yes;0 days 00:05:34;5.566666666666666
OJQEekFqjJ;User;calcula la altura;2024-05-29 10:31:56;Conceptual Questions;Data Structures;No;0 days 00:00:37;0.6166666666666667
OJQEekFqjJ;User;que quiere decir que se reordena hacia arriba por tripletas cuando hablamos de un heap;2024-05-29 11:33:45;Conceptual Questions;Data Structures;No;0 days 01:01:49;61.81666666666667
OJQEekFqjJ;User;como se reordena en un heap;2024-05-29 11:33:55;Conceptual Questions;Data Structures;No;0 days 00:00:10;0.16666666666666666
OXPAS4EghK;User;"Selecciona la instrucción que generará un error de compilación: a. int[][] a = new int[][]; b. int a[][] = new int[3][]; c. int a[][]; d. int a[][] = {{1,2,3},{4,5,6},{7,8}};";2024-06-18 18:32:34;Multiple Question Exercise;;;0 days 00:00:00;0.0
OXPAS4EghK;User;¿Cuál de las siguientes declaraciones sería válida para un método que retorne el valor mínimo en una matriz de números decimales? a. public static int min(double[][] matriz) b. public static double min(double[] matriz) c. public static double min(double[][] matriz) d. public static double[] min(double[][] matriz);2024-06-18 18:33:27;Multiple Question Exercise;;;0 days 00:00:53;0.8833333333333333
OXPAS4EghK;User;porque no es la d;2024-06-18 18:33:33;Conceptual Questions;;;0 days 00:00:06;0.1
OXPAS4EghK;User;"Dada un array arr de enteros, ¿Cuál de las siguientes instrucciones permite asignar a la variable n el valor del último elemento del array? a. var n = arr.length; b. int n = arr[10]; c. int n = arr[arr.length]; d. int n = arr[arr.length - 1];";2024-06-18 18:34:12;Multiple Question Exercise;;;0 days 00:00:39;0.65
OXPAS4EghK;User;porque le resta 1;2024-06-18 18:34:18;Conceptual Questions;;;0 days 00:00:06;0.1
OXPAS4EghK;User;"porque da error? 6. ¿Qué se puede afirmar respecto al siguiente fragmento de código? int b[][] = {{1,2,3},{4,5,6},{7,8,9},{10,11,12}}; for(int i = 0; i < b.length; i++){  for(int j = 0; j < b.length; j++){  System.out.print(b[i][j]);  } } a. Imprime por pantalla: 1 2 3 4 5 6 7 8 9 10 11 12 b. Imprime por pantalla: 12 11 10 9 8 7 6 5 4 3 2 1 c. Error de compilación d. Error en tiempo de ejecución";2024-06-18 18:38:34;Multiple Question Exercise;;;0 days 00:04:16;4.266666666666667
OXPAS4EghK;User;y ya arreglado como funcionaria el programa;2024-06-18 18:39:11;Debugging Help;;;0 days 00:00:37;0.6166666666666667
OXPAS4EghK;User;"una duda, lo que hace i, es seleccionar el grupo de ""numeros"" del array, y la j seleccionar el numero dentro de ese grupo de numeros?";2024-06-18 18:39:59;Conceptual Questions;;;0 days 00:00:48;0.8
OXPAS4EghK;User;hace nada me dijistes que para declarar un array tenias que poner las dimensiones pero aqui la respuesta correcta es la a;2024-06-18 18:41:04;Student Correction;;;0 days 00:01:05;1.0833333333333333
OXPAS4EghK;User;"digo en este ejercicio 7. ¿Cuál de las siguientes declaraciones de variable es sintácticamente CORRECTA? a. float[][] reales; b. float[5][] reales; c. float[1][1] reales; d. float reales[5][];";2024-06-18 18:41:24;Multiple Question Exercise;;;0 days 00:00:20;0.3333333333333333
OXPAS4EghK;User;pero hace nada me dijistes que para declarar un array tenias que poner las dimensiones;2024-06-18 18:41:41;Student Correction;;;0 days 00:00:17;0.2833333333333333
OXPAS4EghK;User;entonces es la a) o la c);2024-06-18 18:42:07;Debugging Help;;;0 days 00:00:26;0.43333333333333335
OXPAS4EghK;User;"Dado el siguiente código fuente, seleccionar la respuesta CORRECTA: public class Main{  public static void main(String []args){  int i,j;  int valores[] = {1,2,3};  for(i = 0; i<valores.length; i++){  for(j = 0; j<i; i++){ System.out.println(valores[j]);  }  }  } }";2024-06-18 18:46:36;Multiple Question Exercise;;;0 days 00:04:29;4.483333333333333
OXPAS4EghK;User;pero se ejecutraria??;2024-06-18 18:46:57;Debugging Help;;;0 days 00:00:21;0.35
OXPAS4EghK;User;compilar se refiere a que la sintaxis esta bien escrita verdad?;2024-06-18 18:47:35;Conceptual Questions;;;0 days 00:00:38;0.6333333333333333
OXPAS4EghK;User;"¿Qué se puede afirmar respecto al siguiente fragmento de código? int b[][] = {{1,2,3}, {4,5,6,7,8}}; System.out.println(b.length + "","" + b.length); a. Imprime por pantalla: 2,2 a. Imprime por pantalla: 3,5 b. Error de compilación c. Error de ejecución";2024-06-18 18:51:13;Multiple Question Exercise;;;0 days 00:03:38;3.6333333333333333
OXPAS4EghK;User;"¿Cuál de las siguientes declaraciones es incorrecta? a. int[][] matrix; b. int[][5] matrix; c. int[3][3] matrix; d. int matrix[1][1];";2024-06-18 18:54:14;Multiple Question Exercise;;;0 days 00:03:01;3.0166666666666666
OXPAS4EghK;User;"¿Cuál de las siguientes declaraciones es correcta? a. int[][] matrix; b. int[][5] matrix; c. int[3][3] matrix; d. int matrix[1][1];";2024-06-18 18:54:27;Multiple Question Exercise;;;0 days 00:00:13;0.21666666666666667
P01JTmsEWW;User;cual es el motivo por el que se ponen los getters y setters;2025-02-14 18:10:19;Conceptual Questions;Object Orientation;No;0 days 00:00:00;0.0
RAe6lsA6xi;User;"private int countWord(BTree tree, String word) {
    int result = 0;
    if (tree.isEmpty()) {
        return 0;
    } else if (tree.getInfo().equals(word)) {
        result = 1;
    }
    result = result + countWord(tree.getLeft(), word) + countWord(tree.getRight(), word);
    return result;
}";2024-05-29 10:15:57;Debugging Help;Data Structures;No;0 days 00:00:00;0.0
RAe6lsA6xi;User;tiene una logica correcta?;2024-05-29 10:16:13;Debugging Help;Data Structures;No;0 days 00:00:16;0.26666666666666666
RAe6lsA6xi;User;pero después del return 0 del principio, el codigo ejecuta la linea recursiva de result?;2024-05-29 10:17:01;Debugging Help;Data Structures;No;0 days 00:00:48;0.8
RLDsf2hk5f;User;que significa que un recurisive method sea cascading;2024-05-29 09:47:45;Conceptual Questions;Recursion;No;0 days 00:00:00;0.0
RLDsf2hk5f;User;A is a complete binary tree that has 256 leaves. What is its height;2024-05-29 10:40:16;Conceptual Questions;Data Structures;Yes;0 days 00:52:31;52.516666666666666
TTdykpdTOf;User;"while(first!=null){
    
}";2024-06-26 09:21:07;Debugging Help;Java;No;0 days 00:00:00;0.0
TTdykpdTOf;User;"while(first!=null){
    System.out.println(first.getInfo())
    first=first.getNext()
}";2024-06-26 09:23:01;Debugging Help;Java;No;0 days 00:01:54;1.9
TTdykpdTOf;User;it is a linked list with 10 nodes , how many nodes will it have after doing the code;2024-06-26 09:24:08;Conceptual Questions;Data Structures;Yes;0 days 00:01:07;1.1166666666666667
TTdykpdTOf;User;it an excersice i have to practice and i need to know the answer;2024-06-26 09:24:43;Uncategorized;Data Structures;No;0 days 00:00:35;0.5833333333333334
TTdykpdTOf;User;español;2024-06-26 09:24:49;Language change;Data Structures;No;0 days 00:00:06;0.1
TTdykpdTOf;User;si estas para ayudar ayudame;2024-06-26 09:25:19;Uncategorized;Data Structures;No;0 days 00:00:30;0.5
TTdykpdTOf;User;"while(first!=null){
    System.out.println(first.getInfo())
    first=first.getNext()
} de un array list con 10 nodos cuantos quedan cuando termine esto";2024-06-26 09:25:49;Debugging Help;Data Structures;No;0 days 00:00:30;0.5
TTdykpdTOf;User;y en que nodo acaba;2024-06-26 09:26:04;Debugging Help;Data Structures;No;0 days 00:00:15;0.25
TTdykpdTOf;User;"static int m(int a, int b) {
    if (a <= b) return (1);
    if (a%2== b % 2) return (1 + m(a - 1, b + 1));
    else return (m(a, b - 1));
}";2024-06-26 12:18:38;Debugging Help;Data Structures;No;0 days 02:52:34;172.56666666666666
TTdykpdTOf;User;simetes m(10,1);2024-06-26 12:18:50;Debugging Help;Data Structures;No;0 days 00:00:12;0.2
TTdykpdTOf;User;como obtienes el m(9,2);2024-06-26 12:19:50;Debugging Help;Data Structures;No;0 days 00:01:00;1.0
TTdykpdTOf;User;como pasas de m(10,1) a m(9,2);2024-06-26 12:20:13;Debugging Help;Data Structures;No;0 days 00:00:23;0.38333333333333336
TTdykpdTOf;User;pero que comandos hace para ser 9 y 2;2024-06-26 12:25:47;Debugging Help;Data Structures;No;0 days 00:05:34;5.566666666666666
TcH5cSmvzo;User;"Is this a case of downcasting? Object[] objects={new String (""exam""), 
new Integer (2021), new Boolean(true)};";2024-05-28 16:30:31;Debugging Help;Java;No;0 days 00:00:00;0.0
TcH5cSmvzo;User;public static int method(4, 3){;2024-05-28 16:34:15;Debugging Help;Java;No;0 days 00:03:44;3.7333333333333334
TcH5cSmvzo;User;public static int method (int n, int m){;2024-05-28 16:34:44;Debugging Help;Java;No;0 days 00:00:29;0.48333333333333334
TcH5cSmvzo;User;"public static int method (int n, int m){
if (n<m) return 3;
else return 2*method(n--,++m);}}
What happens if n=4, m=3";2024-05-28 16:35:55;Debugging Help;Java;No;0 days 00:01:11;1.1833333333333333
Te6kOmGJXY;User;para introducir datos a una cola como se hace;2024-06-25 19:15:55;Conceptual Questions;Data Structures;No;0 days 00:00:00;0.0
Te6kOmGJXY;User;"tengo que hacer un metodo que modifica una lista, obteniendo una lista formada por la suma de los elementos previos a cada ""0"", y he hecho esto
public void replaceZerosByPrevSum()
Node newNode = new Node;
node num, sum, finalSum;
boolean isEmpty = false;
    if(first == null){
        newNode = first
    }else{
        while(!isEMpty){
            newNode = first;
        if(newNode.getInfo() == 0){
            newNode.setNext(get.Next)
            finalSum = sum;
            sum = 0;
            }
        else if(newNode.getInfo() != 0){
            num = newNode.getInfo();
            sum += num;
            newNode.setNext(get.Next)
        }";2024-06-25 19:16:57;Debugging Help;Data Structures;No;0 days 00:01:02;1.0333333333333334
Te6kOmGJXY;User;los metodos usados los tengo en la clase;2024-06-25 19:17:45;Debugging Help;Data Structures;No;0 days 00:00:48;0.8
Te6kOmGJXY;User;si tuvieses que evaluar mi meto proporcionado sobre 2 puntos cuanto le darias?;2024-06-25 19:18:40;Debugging Help;Data Structures;No;0 days 00:00:55;0.9166666666666666
Te6kOmGJXY;User;en el primer if, porque pones que la informacion de current sea 0?;2024-06-25 19:19:19;Debugging Help;Data Structures;No;0 days 00:00:39;0.65
Te6kOmGJXY;User;"que diferencia hay entre estos codigos                                                                                                                                                       
1. public void replaceZerosByPrevSum() {
  if(head != null) {
    if(head.getInfo() == 0) {
      head = head.getNext();
    }
    Node res = head;
    Node temp = head;
    int sum = 0;
    while (temp != null) {
      if (temp.getInfo() != 0) {
        sum += temp.getInfo();
      }
      else {
        res.setInfo(sum);
        res.setNext(temp.getNext());
        res = res.getNext();
        sum = 0;
      }
      temp = temp.getNext();
    }
  }
}                                                                                                                                                                                                              
2. public void replaceZerosByPrevSum() 
Node current = first;
int sum;
        while(current != null){
        if(current.getInfo() == 0){
            current.setInfo(sum);
            sum = 0;
            }
        else{
            sum += current.getInfo();
        }
    current = current.getNext;
}";2024-06-25 19:31:21;Debugging Help;Data Structures;No;0 days 00:12:02;12.033333333333333
Te6kOmGJXY;User;pero hacen lo mismo?;2024-06-25 19:31:40;Debugging Help;Data Structures;No;0 days 00:00:19;0.31666666666666665
Te6kOmGJXY;User;"public boolean someSubtreeEqualsToSomeSubTreeOf(BTree other){
    if(tree.isEmpty){
        return false;
    }else if(someSubtreeEqualsToSomeSubTreeOf(other.getLeft()) || someSubtreeEqualsToSomeSubTreeOf(other.getRight)
            return true;
        }else{
             return false;
 }";2024-06-25 19:42:52;Debugging Help;Data Structures;No;0 days 00:11:12;11.2
Te6kOmGJXY;User;arreglalo;2024-06-25 19:43:10;Code Snippet;Data Structures;No;0 days 00:00:18;0.3
Te6kOmGJXY;User;"public boolean someSubtreeEqualsToSomeSubTreeOf(BTree other){
    if(other.isEmpty){
        return false;
    }else if(someSubtreeEqualsToSomeSubTreeOf(other.getLeft()) || someSubtreeEqualsToSomeSubTreeOf(other.getRight)
            return true;
        }else{
             return false;
 }";2024-06-25 19:43:40;Debugging Help;Data Structures;No;0 days 00:00:30;0.5
Te6kOmGJXY;User;el this.equals(other) porque lo añades?;2024-06-25 19:44:07;Debugging Help;Data Structures;No;0 days 00:00:27;0.45
Te6kOmGJXY;User;no digo que este mal, solo quiero que me lo expliques;2024-06-25 19:44:33;Debugging Help;Data Structures;No;0 days 00:00:26;0.43333333333333335
U4eqGRPFSS;User;que es una palabra reservada en java;2024-06-18 11:16:25;Conceptual Questions;Java;No;0 days 00:00:00;0.0
VUUI5ZP5pN;User;arraylist tiene el metodo size o length;2024-05-28 08:45:50;Conceptual Questions;Data Structures;No;0 days 00:00:00;0.0
VUUI5ZP5pN;User;tiene el metodo set y get un array ??;2024-05-28 08:49:27;Conceptual Questions;Data Structures;No;0 days 00:03:37;3.6166666666666667
VUUI5ZP5pN;User;perdon , un arraylist;2024-05-28 08:49:31;Uncategorized;Data Structures;No;0 days 00:00:04;0.06666666666666667
VUUI5ZP5pN;User;que implica que un metodo sea static;2024-05-28 13:35:17;Conceptual Questions;Java;Yes;0 days 04:45:46;285.76666666666665
VUUI5ZP5pN;User;"Given the following code, what does the program print on screen? public class C{ public static void main (String[] args) { int a = 0; m1 (a); m2 (a); System.out.println(a); } public static void m1(int a){ ++a; } public static void m2(int a){ a++;";2024-05-28 13:37:20;Debugging Help;Java;No;0 days 00:02:03;2.05
VUUI5ZP5pN;User;es por ser estaticos los metodos m1 y m2??;2024-05-28 13:38:39;Debugging Help;Java;No;0 days 00:01:19;1.3166666666666667
VUUI5ZP5pN;User;"si hay que pasar por parametro en el constructor  basePay y hoursWorked, aparte de usarlos para setSalary no habria que inicializarlos con this.basePay = basePay e igual con el otro atributo ??? : public class Intern extends Employee { private int hoursworked; private int basePay; private String department; public Intern(String name, String dni, int basePay, int hoursworked, String department ) throws Exception f super (name, dni, Employee. INTERN); super. setSalary(basePay*hoursWorked);";2024-05-28 14:48:21;Debugging Help;Java;No;0 days 01:09:42;69.7
VUUI5ZP5pN;User;que es el fail en un try and catch para comprobar excepciones;2024-05-28 14:55:19;Conceptual Questions;Java;No;0 days 00:06:58;6.966666666666667
VUUI5ZP5pN;User;"public doble benefitTopCustomer (Person customer) { double result = 0; if (lisEmpty()) { if (((Order) root.getInfo()) .getClient() .equals (customer)) result = ((Order) root .getInfo () ) . getBenefit(); result += getLeft(). benefitTopCustomer (customer) + getRight ().benefitTopCustomer (customer); } return result;";2024-05-28 15:30:56;Debugging Help;Data Structures;Yes;0 days 00:35:37;35.61666666666667
VUUI5ZP5pN;User;por que hace un castin poniendo (order) si getInfo ya devuelve un objeto de tipo order;2024-05-28 15:31:28;Debugging Help;Java;Yes;0 days 00:00:32;0.5333333333333333
VUUI5ZP5pN;User;cuando si habria que hacerlo ??;2024-05-28 15:35:03;Conceptual Questions;Java;No;0 days 00:03:35;3.5833333333333335
VUUI5ZP5pN;User;que es el metodo p de una pila??;2024-05-28 16:29:10;Conceptual Questions;Data Structures;Yes;0 days 00:54:07;54.11666666666667
VUUI5ZP5pN;User;el metodo top perdon;2024-05-28 16:29:21;Conceptual Questions;Data Structures;No;0 days 00:00:11;0.18333333333333332
VUUI5ZP5pN;User;cual es la diferencia entre pop y top;2024-05-28 16:30:13;Conceptual Questions;Data Structures;No;0 days 00:00:52;0.8666666666666667
VUUI5ZP5pN;User;para hacer un metodo compare tu que cambia que este implemente la interfaz pomparable o no?? que cambios tendria que hacer en mi codigo;2024-05-29 07:22:58;Conceptual Questions;Object Orientation;Yes;0 days 14:52:45;892.75
VUUI5ZP5pN;User;¿Cuántos swaps se necesitan para ordenar de menor a mayor el siguiente array 5,3,4,1,2 utilizado Heap Sort? muestramelo paso a paso;2024-05-29 09:36:20;Complete Solution;Sorting;Yes;0 days 02:13:22;133.36666666666667
VUUI5ZP5pN;User;QUE ES STACK OVERFLOW ERROR ???;2024-05-29 10:00:38;Conceptual Questions;Java;Yes;0 days 00:24:18;24.3
WRFutfJPug;User;"public static long s (int n){
    if (n==1000){
        return 1000;
    } else if (n>1000){
        return 0;
    } else{
        return s(n+1)+n;
    }
}";2024-06-21 11:13:42;Debugging Help;;;0 days 00:00:00;0.0
WRFutfJPug;User;español;2024-06-21 11:13:50;Language change;;;0 days 00:00:08;0.13333333333333333
WRFutfJPug;User;porque hay q poner el +n despues del (n+1) no seria suficiente el n+1;2024-06-21 11:14:15;Debugging Help;;;0 days 00:00:25;0.4166666666666667
WRFutfJPug;User;el s(n+1) lo que hace es ir llamando a los siguientes numeros y el n suma los casos que tiens;2024-06-21 11:16:42;Debugging Help;;;0 days 00:02:27;2.45
WisxIdRd5q;User;https://charliebot.uc3m.es/sysprog/;2024-06-25 10:51:03;Uncategorized;Object Orientation;No;0 days 00:00:00;0.0
WisxIdRd5q;User;"Dado las clases Program , Animal ,Dog y Cat definidas abajo. 
class Animal { 
    public void makeSound() { 
        System.out.println(""Animal is making a sound""); 
    } 
} 
class Dog extends Animal { 
    public void makeSound() { 
        System.out.println(""Dog is barking""); 
    } 
} 
class Cat extends Animal { 
    public static void makeSound(int noise) { 
        if(noise ==0) { 
            System.out.println(""Cat is meowing""); 
        } else { 
            System.out.println(""Cat is purring""); 
        } 
    } 
} 
public class Program{ 
    public static void main(String[] args) { 
        Animal animal1 = new Animal(); 
        Animal animal2 = new Dog(); 
        Cat animal3 = new Cat(); 
        animal1.makeSound(); 
        animal2.makeSound(); 
        Cat.makeSound(1); 
    } 
} 
a) Imprime: Animal is making a sound; Dog is barking;Cat is purring; 􏰀 
b) Imprime:Animal is making a sound; Animal is making a sound;Animal is making a sound; 
c) Da error de compilación, porque animal2 debería ser declarado como Dog. 
d) Da error de compilación, porque la sentencia ""Cat.makeSound(1)"" es incorrecta.";2024-06-25 10:51:10;Multiple Question Exercise;Object Orientation;No;0 days 00:00:07;0.11666666666666667
WisxIdRd5q;User;"Dado las clases Program , Animal ,Dog y Cat definidas abajo. 
class Animal { 
    public void makeSound() { 
        System.out.println(""Animal is making a sound""); 
    } 
} 
class Dog extends Animal { 
    public void makeSound() { 
        System.out.println(""Dog is barking""); 
    } 
} 
class Cat extends Animal { 
    public static void makeSound(int noise) { 
        if(noise ==0) { 
            System.out.println(""Cat is meowing""); 
        } else { 
            System.out.println(""Cat is purring""); 
        } 
    } 
} 
public class Program{ 
    public static void main(String[] args) { 
        Animal animal1 = new Animal(); 
        Animal animal2 = new Dog(); 
        Cat animal3 = new Cat(); 
        animal1.makeSound(); 
        animal2.makeSound(); 
        Cat.makeSound(1); 
    } 
} 
a) Imprime: Animal is making a sound; Dog is barking;Cat is purring;  
b) Imprime:Animal is making a sound; Animal is making a sound;Animal is making a sound; 
c) Da error de compilación, porque animal2 debería ser declarado como Dog. 
d) Da error de compilación, porque la sentencia ""Cat.makeSound(1)"" es incorrecta.";2024-06-25 10:51:51;Multiple Question Exercise;Object Orientation;No;0 days 00:00:41;0.6833333333333333
YBwRx0V4xP;User;Given the class ArrayList with the following methods: public E get(int index) public E set(int index, E element) public int size() Implement the method: public void bubbleSortOptimized(ArrayList products) The method receives an object ArrayList containing objects of type Products and it must sort the elements in ascending order based on the comparison defined by the compareTo() method of the Product class (public int compareTo(Product anotherName)) This version of BubbleSort optimizes the algorithm including a variable which stores if there have been changes in the internal loop in the last iteration of the external loop and stop the algorithm otherwise. Print on screen the number of iterations and swaps that take place with this enhanced version.;2024-05-28 23:11:39;Complete Solution;Sorting;No;0 days 00:00:00;0.0
YBwRx0V4xP;User;explain the code;2024-05-28 23:12:08;Debugging Help;Sorting;No;0 days 00:00:29;0.48333333333333334
YBwRx0V4xP;User;products.get(j).compareTo(products.get(j + 1)) > 0 what does it mean that is greater than 0 ?;2024-05-28 23:18:56;Debugging Help;Sorting;No;0 days 00:06:48;6.8
YBwRx0V4xP;User;"Implement the method selectionSort() in class OrdersDataBase which sorts the orders in the list (ordersList) in ascending order (from lowest to highest) by the identifier (orderID). NOTE: Assume the class LinkedList has the methods shown in the picture above, such as the method swap which swaps two nodes in the list from the information they contain. public void selectionSort() { for (int i=0; i<ordersList.size(); i++) {     int m = i; for (int j=i; j<ordersList.size(); j++) {     if (orderslist.get(j).compareTo(ordersList.get(m)) < 0){         m = j     } } orderListswap(orderList.get(i), ordersList.get(m)); } } if the would ask to do it in descendig order, this declaration orderslist.get(j).compareTo(ordersList.get(m)) < 0 would be greater than 0 ?";2024-05-29 09:29:12;Complete Solution;Sorting;No;0 days 10:10:16;610.2666666666667
Yuuqza4zo1;User;"public int leafs (BTree tree){
    try{
        int counter;
        if(tree.isEmpty()){
            counter=0;
        }else if(tree.getLeft().isEmpty()&&tree.getRight().isEmpty){
            //va a parar cuando no haya ni left tree ni right tree
            counter=1;
        }else{
            counter=leafs(tree.getRight())+leafs(tree.getLeft());
        }
        return counter; //se returnea debajo del try and catch
    }catch(BTreeException e){
        System.out.print(e);
    }
}
este codigo hace lo mismo que este
public int leafs (BTree tree){
    try{
        int counter;
        if(tree.isEmpty()){
            counter=0;
        }else if(tree.getLeft().isEmpty()&&tree.getRight().isEmpty){
            //va a parar cuando no haya ni left tree ni right tree
            counter=1;
        }else{
            counter=leafs(tree.getRight())+leafs(tree.getLeft());
        }
    }catch(BTreeException e){
        e.printStackTrace;
    }
    return counter; //se returnea debajo del try and catch
}";2024-05-28 15:54:11;Debugging Help;Data Structures;No;0 days 00:00:00;0.0
Yuuqza4zo1;User;"public void change (BTree tree, String s1, String s2){
    try{
        if(tree.isEmpty()){
            tree=tree; si no hay que hacer nada cuando este vacio ponemos
            if(!tree.isEmpty())
        }else if(BTree.getInfo.equals(s1)){
            Btree.setInfo(s2);
        }else{
            tree=change(tree.getLeft())+change(tree.getRight());
        }
    }
}catch(BTreeException e){
    System.out. println(e);
}
esta este codigo bien para esto
Implement the recursive method public void change (BTree tree, String s1,
String s2) in class TreeMain, which given a tree (tree) of Strings (String)
and two Strings (s1 and s2), replaces every occurrence of String s1 with
String s2 in the tree. You must recursively traverse the tree searching for
the nodes whose field info is s1 and replace it with s2. (Note: remember
that you must handle the exceptions the methods in interface BTree might
throw).";2024-05-28 16:28:11;Debugging Help;Data Structures;No;0 days 00:34:00;34.0
Yuuqza4zo1;User;"if(tree.isEmpty()){
    tree=tree; si no hay que hacer nada cuando este vacio ponemos
    if(!tree.isEmpty())
}else this is not correct to check is the tree is empty??";2024-05-28 16:33:41;Student Correction;Data Structures;No;0 days 00:05:30;5.5
Yuuqza4zo1;User;"if(tree.isEmpty()){
    tree=tree;
    if(!tree.isEmpty())
}else can we use this to check if th tree is empty";2024-05-28 16:34:55;Debugging Help;Data Structures;No;0 days 00:01:14;1.2333333333333334
Yuuqza4zo1;User;why it does not check if the tree is empty;2024-05-28 16:35:38;Debugging Help;Data Structures;No;0 days 00:00:43;0.7166666666666667
Yuuqza4zo1;User;"tree=change(tree.getLeft())+change(tree.getRight()); can I use this to give
the final tree";2024-05-28 16:36:06;Debugging Help;Data Structures;No;0 days 00:00:28;0.4666666666666667
Yuuqza4zo1;User;"public void change (BTree tree, String s1, String s2){
    try{
        if(tree.isEmpty()){
            tree=tree; si no hay que hacer nada cuando este vacio ponemos
            if(!tree.isEmpty())
        }else if(tree.getInfo.equals(s1)){
            tree.setInfo(s2);
        }else{
            tree=change(tree.getLeft())+change(tree.getRight());
        }
    }
}catch(BTreeException e){
    System.out. println(e);
}";2024-05-28 16:37:00;Debugging Help;Data Structures;No;0 days 00:00:54;0.9
ZNQqaWTJ88;User;"tengo que invertir una lista y llevo esto public void invert(){ 
    Node aux = new Node; 
    if(first == null){ 
        newNode = first; 
    }else{ 
        while(!IntegerQueue.isEmpty()){ 
            aux = first; 
            if(aux.getNext() != null){ 
                aux.setNext(getNext); 
            }else{ 
                aux = first;";2024-06-25 21:50:41;Debugging Help;Data Structures;No;0 days 00:00:00;0.0
ZNQqaWTJ88;User;podrias hacerlo con solo un nodo auxiliar?;2024-06-25 21:51:14;Debugging Help;Data Structures;No;0 days 00:00:33;0.55
ZNQqaWTJ88;User;"explicame esto por favor 
        next = current.getNext();
        current.setNext(prev);
        prev = current;
        current = next;";2024-06-25 21:51:50;Debugging Help;Data Structures;No;0 days 00:00:36;0.6
ZNQqaWTJ88;User;"una cola que busca el mismo elemento public boolean search(Integer element){ 
    Node aux = new Node; 
    if(first == null){ 
        aux = first; 
    }else{ 
        while(!isEmpty()){ 
            if(aux.getInfo != element){ 
                aux.setNext(getNext); 
            return false; 
        }else if(aux.getInfo == element){ 
            return true;  
    }";2024-06-25 21:57:36;Debugging Help;Data Structures;No;0 days 00:05:46;5.766666666666667
ZNQqaWTJ88;User;"public boolean search(Integer element){ 
    Node aux = first; 
    while(aux != null){ 
        if(aux.getInfo != element){ 
            aux.setNext(getNext); 
    }else if(aux.getInfo == element){ 
        return true; 
    } 
    return false;  
}";2024-06-25 21:59:33;Debugging Help;Data Structures;No;0 days 00:01:57;1.95
ZT50sKs6yK;User;Modifica el primer constructor para que cuando se construyan objetos de la clase, estos se uniformicen automáticamente haciendo las siguientes operaciones:  Si el denominador es negativo, multiplica numerador y denominador por -1. ten en cuenta que ya he definido toda la clase;2025-02-12 19:02:48;Complete Solution;Object Orientation;No;0 days 00:00:00;0.0
ZT50sKs6yK;User;"Simplifica la fracción dividiendo numerador y denominador por su máximo común divisor. Probablemente sea una buena decisión de diseño crear un método auxiliar privado que implemente estas operaciones, e invocarlo desde el constructor. Para calcular el máximo común divisor de dos números puedes copiar el siguiente método en tu clase: private int gcd() { int a = /* put here the attribute that represents the numerator / int b = / put here the attribute that represents the denominator */ while (b != 0) { int tmp = b; b = a % b; a = tmp; } if (a < 0) { a = -a; } return a; }";2025-02-12 19:04:25;Complete Solution;Object Orientation;No;0 days 00:01:37;1.6166666666666667
aePDYfCw2t;User;"Dada un array arr de enteros, ¿Cuál de las siguientes instrucciones permite asignar a la variable n el valor del último elemento del array? 
a. var n = arr.length; 
b. int n = arr[10]; 
c. int n = arr[arr.length]; 
d. int n = arr[arr.length - 1];";2024-06-18 10:26:04;Multiple Question Exercise;Data Structures;No;0 days 00:00:00;0.0
