User,Number of Sessions
4b8ddecb-3d5c-11ef-8339-29d4d4641776,1.0
4be6b86c-f379-11ef-bea8-f3469faaaf24,1.0
4bea7bd6-f379-11ef-a262-f9f71dd4e1f5,1.0
4bedf294-f379-11ef-9a1e-416452a63a99,1.0
4bf019c7-f379-11ef-b9dc-f7eaf9b74fbb,1.0
4c0fba71-f379-11ef-8fe7-a9fe4a008fed,1.0
4c3331a9-f379-11ef-bf50-416452a63a99,2.0
4c47d1af-87af-11ee-a01b-ab6ba9482b4e,1.0
4c5074fb-f379-11ef-b644-971a4770b5b5,1.0
4c5272ec-f379-11ef-a340-d34641a0fdee,1.0
4c998063-f379-11ef-8620-f196979a0b13,1.0
4cab1343-87b0-11ee-8f7a-f1f0e075a906,1.0
4cefc626-dfe9-11ee-9aca-0505930b84a2,1.0
4d0215d8-f379-11ef-a8d7-299122aeabd4,1.0
4d04c97a-dfe9-11ee-b75d-19acb9416c94,1.0
4d49421f-f379-11ef-964b-636bd74812f2,1.0
4d6c6582-f379-11ef-85c5-636bd74812f2,1.0
4d705036-dfe9-11ee-a7d6-f17ff87c4071,1.0
4d8d31fd-f379-11ef-aea8-3fc83b5dc364,1.0
4dd6744b-f379-11ef-b63e-3fc83b5dc364,1.0
4df264ab-f379-11ef-8995-63115e13edcc,1.0
4dffed2c-dfe9-11ee-aa09-f17ff87c4071,1.0
4e0a01fc-dfe9-11ee-9328-0505930b84a2,1.0
4e138420-f379-11ef-aeb7-15076e646734,1.0
4e15fb7f-63c9-11ee-a08b-2b48d8c69ea6,1.0
4e3452f5-f379-11ef-8cc1-996f790d5dcf,1.0
4e41cf2f-f379-11ef-a412-63115e13edcc,1.0
4e58655d-f379-11ef-9af0-636bd74812f2,1.0
4e5b1cbf-f379-11ef-a758-971a4770b5b5,1.0
4e5b1d4e-f379-11ef-aa45-b5c72903dd2e,1.0
4e755565-3308-11ef-8f61-b777fbc453cf,1.0
4eae4f05-38a5-11ef-adc6-71360d276760,1.0
4ebbaa93-3308-11ef-98ce-15195d380408,1.0
4ecf625d-ac07-11ee-a1ed-7771086db3da,1.0
4ee230a3-3308-11ef-b1c9-b777fbc453cf,2.2
4ef00de1-38a5-11ef-aeff-0900c47f745d,1.0
4f0ef792-dfe9-11ee-98fe-71d0320ea340,1.4
4f3341c7-dfe9-11ee-a6b1-f3ed77cb88d8,1.0
4f429992-87b0-11ee-bfcc-055528d76b1d,1.0
4fcdc484-dfe9-11ee-ab4d-d5db1726350b,1.0
4fce9ed1-3308-11ef-9cd2-b777fbc453cf,1.0
4ff16a1d-f379-11ef-83a6-3fc83b5dc364,1.0
4ff38bc0-dfe9-11ee-87d3-0505930b84a2,1.0
4ff6d502-3308-11ef-89cc-172aaee035d7,1.0
5011f4b0-3308-11ef-ab7e-c3c723b94c73,1.4285714285714286
501231cd-f379-11ef-b554-3fc83b5dc364,1.0
50210111-dfe9-11ee-b635-651a177c6be2,1.0
504e29ed-f379-11ef-9bf3-3fc83b5dc364,1.0
505a33cb-87af-11ee-b226-711dffd6410c,1.0
50894aaf-87af-11ee-b83a-b930ff90fc81,1.0
5122f7f3-f379-11ef-8e2c-416452a63a99,1.0
5126bd59-f379-11ef-83c4-f9f71dd4e1f5,1.0
513bda40-87b0-11ee-80c5-d7acbb0efe09,1.5454545454545454
51aef120-ac07-11ee-924a-2935e15a2357,1.0
51cd053a-f379-11ef-b5a0-f3469faaaf24,1.0
51d601ef-3308-11ef-9b89-098ba7176daa,1.0
52457ded-af25-11ee-8466-014935a9ca6e,1.0
5262b772-af25-11ee-a16b-1bbf4d13c71e,1.0
527a5bae-ac07-11ee-bfa1-55caddbfe997,1.0
527d8618-87af-11ee-8bb5-f1227904ae74,1.0
52cc2b3e-af25-11ee-ba93-972399f22c31,2.0
52fad10b-87b0-11ee-9e02-b7631fc4454a,1.0
53b9525a-87af-11ee-9e71-b930ff90fc81,1.0
53d25f9d-af25-11ee-a77b-35a5f6848ba4,1.0
54b38eca-ac07-11ee-b6af-230303456283,1.0
54c554af-af25-11ee-b19a-89d0b659dc91,1.0
55250a0b-af25-11ee-b8e5-37cc711c9f4e,1.0
552b170f-ac07-11ee-8051-8d7bb91b654a,1.0
556298b9-ac07-11ee-ab29-5306a96e4c6a,1.0
55976e29-f28c-11ee-b6dc-ab5f23f3a30a,1.0
55c8c11e-7d86-11ee-b157-dbfcceb87c89,1.0
55d7c8ea-af25-11ee-ac63-67a22342d62c,1.0
56103e26-87af-11ee-a02c-d7acbb0efe09,3.0
567bbfbe-87af-11ee-a73a-23bd046534df,1.0
569a2054-87b0-11ee-bd8d-df322f0f3510,1.0
56e237d9-af25-11ee-9db1-3d10202f241c,1.0
5716ab3a-87b0-11ee-8e48-937164efacfe,1.0
57632801-af25-11ee-8f16-3d10202f241c,1.5
57a4634b-af25-11ee-92ea-21328ff13d9b,1.0
57c9d845-af25-11ee-9d4c-87de8ade428a,1.0
586c5cbe-edd5-11ee-a023-d91e1fde2c2f,1.0
59674031-87b0-11ee-8fcd-d324eef62dde,1.0
59701c3c-87af-11ee-9f43-37a3308de0be,1.0
5a8d45c2-e4a1-11ef-8994-3b87f27bb44e,1.0
5aa52801-0e36-11ef-9d36-3df0cbc30d9c,1.0
5abb30b8-87b0-11ee-aa5a-4950d880aa6b,1.0
5b2ccf83-e4a1-11ef-b37c-e5ddbfd27a10,2.0
5b327a83-ac07-11ee-8461-d578c4b37188,1.0
5b720a01-e4a1-11ef-af6d-e5ddbfd27a10,1.0
5b76989d-ac07-11ee-88de-e5592cbbb4be,1.0
5b840757-12ed-11ef-9562-19ad1b84dd22,1.0
5b85dfeb-0e36-11ef-8a96-7f6113b3115c,2.0
5bca413a-87b0-11ee-a3a3-5f9322fa68ca,1.0
5c18d4e5-87ae-11ee-bf8e-6f12899a1171,2.0
5c2fe69b-107b-11f0-987d-55cc4fc57007,1.0
5c4bd917-87af-11ee-ae6a-91d0ff8c2ae8,1.0
5c882b69-87b0-11ee-b294-9de8ebbd66f9,1.0
5c9c7e3a-0e36-11ef-9f2f-3d951010367b,1.0
5cbbffb1-0e36-11ef-a357-8977d9d5c2ff,1.0
5cccf111-097f-11ef-ad7a-dd0ffb6a3358,1.0
5cd39cf4-87b0-11ee-beb6-df322f0f3510,1.0
5d2435c6-097f-11ef-a4a1-4929103ec40a,2.0
5d4221ce-097f-11ef-927a-5be814a9d78a,1.0
5d56ab43-12ed-11ef-ac3a-5fd64cb50be2,1.0
5d791532-e4a1-11ef-a0ba-61702031dad1,1.0
5db041d1-097f-11ef-be88-1338b90504e2,1.0
5dbe125c-e4a1-11ef-9c55-db3c1e8196c9,1.0
5de49a9d-e4a1-11ef-a2f9-1dc67ffa24d5,1.0
5e5dec09-12ed-11ef-b638-9174b5567a81,1.0
5ec9abda-12ed-11ef-82ce-59b85c5d13c4,1.0
5ee6f827-12ed-11ef-adef-1739d2de61b4,1.0
5ef1e44b-87af-11ee-94db-2130693516cb,1.0
5f6e32e2-097f-11ef-b875-4929103ec40a,1.0
5f88f300-87b0-11ee-8158-498998d5fbc6,1.0
5fe417ac-87ae-11ee-b731-23bd046534df,1.0
6002c2b5-097f-11ef-9a37-577819664685,1.0
60473d36-097f-11ef-a8c3-b9cd0b12c795,1.0
60643018-90a4-11ee-a006-fb8fb76022f6,1.0
6093f1e6-12ed-11ef-9690-f7d9689a8b35,1.0
60b901f8-90a4-11ee-bad2-abf73a7999a0,1.0
60e0162a-87af-11ee-a63a-53c5162f89cb,1.0
611bae53-12ed-11ef-8c75-f13561982785,3.0
6127b8a6-87af-11ee-9af8-0956827f7b84,1.0
6148a373-12ed-11ef-b4a3-2984e666aa33,1.0
6175a3d3-cd0e-11ef-bf91-373665a2e030,1.0
61bc939f-12ed-11ef-a83e-bd78a0cfd4f1,1.0
61c6a030-097f-11ef-b492-97a7e0b95414,1.0
6233a210-097f-11ef-b5ba-37e5d4a40aa3,1.0
624b82f5-e4a1-11ef-bae5-73b62ca955d5,1.0
62605f92-e4a1-11ef-9a24-cda423ec6d35,1.0
62703212-e4a1-11ef-b9c3-f9620f71284c,1.0
6288814e-cd0e-11ef-aad3-a3c00be96777,1.25
62905ea1-097f-11ef-9bd1-133f621a32be,1.0
62a355f9-e304-11ee-b51d-9d4b149d9179,1.75
63352e8a-e4a1-11ef-b631-d9ab6deeffbd,1.0
634d6bbf-12ed-11ef-8ee5-a3164a076e38,1.0
6357788a-097f-11ef-ac34-173a08d1ebf3,1.0
6364a280-87b0-11ee-9357-055528d76b1d,1.0
63767683-e4a1-11ef-ab30-3980be4dd42a,1.0
63b3725e-e4a1-11ef-8d07-d9ab6deeffbd,1.0
63da059f-87b0-11ee-a788-85e000f9cde0,1.0
63ede70c-bc88-11ee-9a97-bbb41287a4f9,1.0
6400b07f-cd0e-11ef-96cc-619bc94c2a30,1.0
641522ac-bc88-11ee-b329-cbf76c7f121a,1.0
6435a816-87af-11ee-b40e-33f3de93faa9,1.0
646ba752-e4a1-11ef-a722-db3c1e8196c9,1.0
6471e71e-87b0-11ee-9f3f-d7acbb0efe09,1.0
64f85f5a-87af-11ee-899f-c3d2aacc1ef5,1.0
64fa8041-cd0e-11ef-9760-13245e9a539c,1.0
64fe6f73-87af-11ee-9cad-c3d2aacc1ef5,1.0
65013350-87af-11ee-9edd-91d0ff8c2ae8,1.0
650c678d-bc88-11ee-a273-a9f05733b015,1.0
652aa555-c91c-11ef-8c37-9d2cb28a0e5a,1.0
652ec5ba-e304-11ee-8f0b-adb2373cc894,1.0
6537b736-e4a1-11ef-9eeb-596369bdffc4,1.0
65529ee1-c91c-11ef-ab5b-7f15a6579f28,1.0
657d0531-12ed-11ef-bcae-c3fb1b420c7d,1.0
657ef4d5-87ae-11ee-a21b-8540968a4aab,1.0
6596e1d2-e4a1-11ef-9111-4d1c97c1919a,1.0
65a5bb30-bc88-11ee-a7f1-b7a9f9ffd70f,1.0
65a808a0-87ae-11ee-a647-e9ea53db7d03,1.0
65b790a2-097f-11ef-b277-bf7050c95fc8,1.0
65c09bd5-c91c-11ef-9814-8d162c8a114d,1.0
65d9a1b6-097f-11ef-9e86-f58d5921c92e,1.0
65e98a45-e4a1-11ef-b22d-4d1c97c1919a,1.0
664c28aa-c91c-11ef-985c-0747faa6642c,1.0
665b2e0c-87ae-11ee-9be0-e9621c3afa30,1.0
66ab9114-c91c-11ef-a4c5-b14eb58b8166,1.0
66afbb62-e4a1-11ef-996d-39f8bdb91cbd,1.0
66eb2c60-c91c-11ef-a6e3-618748a64d7c,1.0
66ebff3b-c91c-11ef-a19e-ed4cc1d51f82,1.0
66f4e90b-c91c-11ef-8b1c-b14eb58b8166,1.0
66f76373-cd0e-11ef-a5f0-d9868e29f851,1.0
6752b313-c91c-11ef-a62e-8d8be163a8c8,1.0
675952f2-e4a1-11ef-8ccc-5d65628f6de7,1.0
67744b20-bc88-11ee-9999-d580931105d7,1.0
678a624c-87ae-11ee-9adb-33f3de93faa9,1.0
67910dd9-c91c-11ef-a283-b5ae563961d2,1.0
679e319d-e304-11ee-8ef6-b31f58abbb86,1.0
67fe3b6c-c91c-11ef-acd6-ff4643792f73,1.0
6821605e-c91c-11ef-aa8d-2dfd7a2458ba,1.0
68225e76-c91c-11ef-9c52-dfbe149546aa,1.0
682dd262-cd0e-11ef-ae88-7b6f32cd53ac,1.0
6847e008-c91c-11ef-9d30-dfbe149546aa,1.0
684b67c5-cd0e-11ef-a7ee-a7c7535f6ae3,1.0
684e009e-e4a1-11ef-9892-f9620f71284c,1.0
686dcb96-c91c-11ef-a8eb-b5ae563961d2,1.0
687440b5-e4a1-11ef-a2a1-5d65628f6de7,1.0
6890a3f8-c91c-11ef-bf9c-8d162c8a114d,1.0
68b9c49b-c91c-11ef-8d3d-dfbe149546aa,1.0
68dc8f64-cd0e-11ef-abc1-197ed3594fba,1.0
68fbfe7d-c91c-11ef-b6f9-df0c303219a0,1.0
69048e90-cd0e-11ef-94e0-a96f5b6c7378,1.0
691b87a1-cd0e-11ef-bfa1-a96f5b6c7378,1.0
6937d489-e304-11ee-a430-67eb6d5d456e,1.0
698493e6-c91c-11ef-8c9e-6f6100afdc42,1.0
698d5248-c91c-11ef-8b30-afa31ead099f,1.0
69a67e4c-c91c-11ef-ac25-85fff5c40a74,1.0
69b94304-87ae-11ee-bccb-4950d880aa6b,1.0
69ba51c4-e4a1-11ef-9653-7b696c1fff63,1.0
69c2d9f5-cb6c-11ee-a2ee-61fa29ebbb14,1.0
69ed7188-c91c-11ef-af1d-85fff5c40a74,1.0
69edba93-c91c-11ef-b4fb-a12fc50370e3,2.0
69f208e9-87af-11ee-9fb8-37a3308de0be,1.0
6a05dc2b-cd0e-11ef-91bd-cf72f77d3313,1.0
6a0ef673-87b0-11ee-b969-f30dd2de4340,3.0
6a0fac32-cd0e-11ef-b276-7b6f32cd53ac,1.0
6a156c78-e4a1-11ef-ae6c-5d65628f6de7,1.0
6a2874c0-cd0e-11ef-9578-efddd8c692b2,1.0
6a56fd13-c91c-11ef-9885-8d162c8a114d,1.0
6a6883db-cd0e-11ef-bb4b-55dd264b3902,1.2
6a6ef3e8-c91c-11ef-b9f4-dfbe149546aa,1.0
6a72bef9-c91c-11ef-a72c-dda69c08e9ab,2.0
6a9ead6a-0fff-11f0-b904-b593462a3d95,2.0
6ab8ceb1-e4a1-11ef-acfe-194a27bf2c77,1.0
6ac7d4b0-0fff-11f0-8a4b-b593462a3d95,1.0
6ad6d01e-c91c-11ef-b7a6-5d90d6f8f811,1.0
6adb4e10-0fff-11f0-a2ba-9ff444e40a4f,1.0
6ade46b0-cb6c-11ee-9b6f-a117d9e9b8ed,1.0
6b1fdf6f-c91c-11ef-9ef4-ed4cc1d51f82,1.0
6b351f9b-cd0e-11ef-bef9-efddd8c692b2,1.0
6b3b9bf7-c91c-11ef-8c20-7f0502f7ef9a,1.0
6b6b8dce-87b0-11ee-815e-ed5dfbd1ecd4,3.0
6b99ad66-cd0e-11ef-8557-efddd8c692b2,1.0
6ba84879-c91c-11ef-adde-9165bfbc41fb,2.5
6bab35e9-c91c-11ef-bc65-afa31ead099f,1.0
6bc36722-d5af-11ee-9ef1-1d73548307e2,1.0
6c28d678-cb6c-11ee-96b8-479fcb32062a,1.0
6c32ebdc-c91c-11ef-886c-ed4cc1d51f82,1.0
6c6ef123-c91c-11ef-8359-dfbe149546aa,2.0
6c819827-cd0e-11ef-9226-6f9c47652f5f,1.75
6c922f94-e304-11ee-8ef1-e1884bf8c913,1.0
6c93b526-c91c-11ef-b615-618748a64d7c,1.0
6ca16f28-cd0e-11ef-b52e-ad268d0606c3,1.3333333333333333
6cc8badf-e4a1-11ef-8271-3b87f27bb44e,1.0
6d0b9258-c91c-11ef-9cdc-814e6d4ae3ca,1.0
6d0eca28-c91c-11ef-8c20-6f6100afdc42,1.0
6d295ada-dcbd-11ee-ab67-f76ada6bfdf5,1.0
6d4016fe-cb6c-11ee-a951-2d398cad123e,1.0
6d40c691-87ae-11ee-b9e1-b3542f744263,1.0
6d499fb6-e304-11ee-b616-750e648328e2,1.0
6d4d764d-87ae-11ee-b7ee-f1f1aa7e4adc,1.0
6d6c2ec2-87af-11ee-82d8-2b1d0885071f,1.0
6d7ae049-c91c-11ef-a520-5de8967c7b0a,1.0
6d86b8c9-e4a1-11ef-9f57-3980be4dd42a,1.0
6d931117-dcbd-11ee-b464-434b72959a47,1.0
6dd69595-dcbd-11ee-867b-4b1cefd1e5c1,1.0
6dfb5004-dcbd-11ee-98cb-c55c6b827c97,1.0
6dfd7364-dcbd-11ee-a870-27c9de3ca1cf,1.0
6dff24df-c91c-11ef-b7b3-8d8be163a8c8,1.0
6e05a494-c91c-11ef-ba20-fb9247527eaf,2.0
6e0e7c1d-e4a1-11ef-a430-3980be4dd42a,1.0
6e2821a5-c91c-11ef-9be9-df0c303219a0,1.0
6e33bdd3-6553-11ef-b0ba-af338dc58c31,1.0
6e782a8b-e304-11ee-86e3-e1884bf8c913,1.0
6e849383-6553-11ef-8cac-510d5c1b5685,1.0
6e84a738-c91c-11ef-9aa3-afa31ead099f,1.0
6e87f29c-87ae-11ee-bf25-dfee4fec3486,2.0
6e8f2a57-87b0-11ee-b744-d7acbb0efe09,1.0
6ea30e0d-c91c-11ef-a7e7-29d0a367dc11,1.0
6ea884da-e4a1-11ef-836c-59e6beaf429b,1.0
6eaceb7a-87ae-11ee-9e6b-dfee4fec3486,1.0
6ecca52c-c91c-11ef-9795-5de8967c7b0a,1.0
6ecea71f-e304-11ee-945a-f9081d9f53f3,1.0
6ee7bfcd-cd0e-11ef-9abc-a94c2efe872a,1.0
6ee9755e-cd0e-11ef-a825-ab674006fb03,1.0
6ef1f277-c91c-11ef-b932-552df2bf2527,1.0
6f065b08-c91c-11ef-b265-618748a64d7c,2.0
6f0ec9f0-87ae-11ee-b05a-937164efacfe,1.0
6f146470-87ae-11ee-9bf1-e9ea53db7d03,1.0
6f261d9e-cb6c-11ee-9b49-2d398cad123e,1.0
6f37b1cb-87ae-11ee-9146-937164efacfe,1.0
6f3820fc-87ae-11ee-ae79-4950d880aa6b,1.0
6f6c5b43-31bc-11ef-86c6-2d4bd786b6cb,1.0
6f81d079-e4a1-11ef-a43d-3d4240e5c005,1.0
6f9b351f-d5af-11ee-abaa-eb65a92dfc24,1.0
6fcd7562-6553-11ef-85a2-510d5c1b5685,1.0
6fe25606-e4a1-11ef-a0ac-d9ab6deeffbd,1.0
6ff53f72-6553-11ef-b1e6-a53d7079be86,1.0
701dba1a-c91c-11ef-9e6d-cdbe9e060e02,1.0
7043a3df-cd0e-11ef-8d4a-9927e1401af4,1.0
7051b623-cd0e-11ef-b6b5-6ffb503a67c2,1.0
70618762-c91c-11ef-a32f-dda69c08e9ab,1.0
70702abc-87b0-11ee-9690-d324eef62dde,1.0
70990dc5-87af-11ee-8da2-570c46a73669,1.0
70a09ce1-c91c-11ef-88d0-6f6100afdc42,1.0
70a1ad25-87ae-11ee-8738-0956827f7b84,1.0
70dd67a7-cd0e-11ef-9b7b-f98785a16007,1.0
70e5c0e3-c91c-11ef-83b9-df0c303219a0,1.0
70f0953e-cd0e-11ef-ae61-9927e1401af4,1.0
70ffe9cc-87ae-11ee-9f88-5b1c7836bea7,1.0
7103625e-c91c-11ef-a950-e965a15e0161,1.0
71072c82-87ae-11ee-9abc-a5c24ba7db6e,2.0
71075a56-c91c-11ef-9357-cdbe9e060e02,1.0
710cbe8e-cb6c-11ee-a5df-dd54cb5913d7,1.0
71305c13-c91c-11ef-85bb-85fff5c40a74,1.0
7136ab03-cd0e-11ef-9612-6ffb503a67c2,1.5
713f5582-cb6c-11ee-987d-8fee6b4a0c3e,2.0
715170d4-e4a1-11ef-a9a5-177d4355398e,1.0
715be9d9-87b0-11ee-906f-d11edfb50e73,1.0
716038fe-87b0-11ee-aa89-4950d880aa6b,1.0
71790a72-cd0e-11ef-84be-9b006e8db6d1,1.0
719a369f-6553-11ef-9bf5-0bd4b00a9165,1.0
71a20ec5-e4a1-11ef-9c10-f9620f71284c,1.0
71a2b5fc-31bc-11ef-8f92-2d4bd786b6cb,1.0
71c10d67-6553-11ef-becd-2f83138af8cf,1.0
71c2ebd5-e4a1-11ef-bfe8-d9ab6deeffbd,1.0
71c9737a-87ae-11ee-87b9-d11edfb50e73,1.0
71ca8829-87b0-11ee-b2d9-4f7e5bfd9230,1.0
71d060dc-dcbd-11ee-82ac-af7ea68691a9,2.0
71e23daf-e4a1-11ef-ac2f-ebd03d72c02a,1.0
71eec721-87b0-11ee-8a8d-f30dd2de4340,1.0
71f013dc-f8f9-11ef-8b28-631af940149d,1.0
721b3f39-c91c-11ef-af07-49ef2505dbb1,2.0
721f4300-f8f9-11ef-9d76-692e514f8e79,1.5
724a1985-87af-11ee-b878-8540968a4aab,1.0
724e6507-6553-11ef-82ef-510d5c1b5685,1.0
7266ae07-c91c-11ef-a0d7-fd19af548ae0,1.0
7269f0b1-f8f9-11ef-9b75-9b42f27fa398,1.0
728a8693-c91c-11ef-b685-5de8967c7b0a,1.0
728caad1-e0ab-11ee-8657-d36ec7d04f09,1.0
72902645-f8f9-11ef-85cd-edfb53c5e07a,1.0
72925593-87ae-11ee-9379-055528d76b1d,1.0
72ae9dba-cd0e-11ef-960c-05db8e74c3d1,1.0
72b054dc-dcbd-11ee-8f28-3d940ed6c3d3,1.0
72b12b60-f8f9-11ef-865d-edfb53c5e07a,1.0
72b3b916-1c6f-11ef-b69c-776e5e210917,1.0
72cf3f90-cd0e-11ef-b077-4da5ec5c1d2c,1.0
72d74b44-c91c-11ef-8f5b-79f2a46e4fcf,1.0
72dab218-e4a1-11ef-8f53-61702031dad1,1.0
72f19644-87b0-11ee-b2be-67d60c98d3f2,1.0
72f7b6d1-e4a1-11ef-97aa-61702031dad1,1.0
72fab4c5-c91c-11ef-aa88-0747faa6642c,1.5
72faef7e-e0ab-11ee-8661-d36ec7d04f09,1.0
72fdff6e-87ae-11ee-b6f3-5b1c7836bea7,1.0
731b1ad4-c91c-11ef-bb0d-7f15a6579f28,1.0
731b5637-c91c-11ef-91ea-49ef2505dbb1,1.0
731bcbb0-c91c-11ef-b6e3-fb9247527eaf,1.0
7336b54c-e4a1-11ef-89e7-61702031dad1,1.0
733c4c63-c91c-11ef-8088-ed4cc1d51f82,1.0
7351deb5-6553-11ef-a6c4-bdd09b4a7b86,1.8571428571428572
73619ab6-dcbd-11ee-ac86-d33463b87a0a,1.0
7371e4b8-cd0e-11ef-a5e7-11ec2b855cd7,1.0
7373d4d2-d5af-11ee-965d-7b3262406daa,3.0
7381b8db-cb6c-11ee-a680-dd54cb5913d7,1.0
73a976bd-c91c-11ef-af3e-7f15a6579f28,1.0
73b3f42a-e4a1-11ef-98bd-61702031dad1,1.0
73b484c5-cd0e-11ef-8180-cf1067d0ce5c,1.0
73bb27b6-f8f9-11ef-8c9a-65e95ce0efb7,1.0
73c3d292-6553-11ef-bb6f-0bd4b00a9165,1.0
73d6a1d8-f8f9-11ef-aa24-edfb53c5e07a,1.0
73d99dcd-cd0e-11ef-acef-373665a2e030,1.3333333333333333
73eb08ef-c91c-11ef-a36a-9165bfbc41fb,1.0
73fc5b6a-6553-11ef-8e70-ada2101c3484,1.0
740f2d1e-c91c-11ef-b0a0-89474d251137,1.0
74194f3f-f8f9-11ef-8883-9bec3d2b83e9,1.0
742006f9-e4a1-11ef-8312-3980be4dd42a,1.0
743c8954-c91c-11ef-9039-afa31ead099f,1.0
74432138-f8f9-11ef-9e47-edfb53c5e07a,1.0
7445a934-f8f9-11ef-9d1b-d97dded774b7,1.0
7447fea0-e4a1-11ef-8c4c-7b696c1fff63,1.0
7458b2e3-87ae-11ee-9656-937164efacfe,1.0
745dbef9-6553-11ef-abad-97975e8f9ebf,1.0
746693e9-f8f9-11ef-939c-5b58c806da17,1.0
747b4f58-87ae-11ee-b9b1-b3542f744263,2.0
74a08e74-87ae-11ee-a4af-a5c24ba7db6e,1.0
74bd2cbe-87af-11ee-a49c-3fda0428ff79,1.0
74eba0b4-87b0-11ee-a3a5-33f3de93faa9,2.0
74fd2676-87af-11ee-a263-034bbb981961,1.0
74fdc1e7-f8f9-11ef-bf48-65e95ce0efb7,2.0
75237ea4-c91c-11ef-b77b-e965a15e0161,2.0
7527139f-e0ab-11ee-b9ac-4b6f4e7d1927,1.5
7541cadf-ef8b-11ef-8567-334a743ca1eb,1.2
7543e16e-d5af-11ee-a8cc-9f8e8a9151e3,1.0
754e73bb-e4a1-11ef-91ca-e5ddbfd27a10,1.0
754fbbd4-e0ab-11ee-a2d9-59d2cda44452,1.0
7553ed01-31bc-11ef-82c3-d956f55ffbe4,2.0
75570885-cd0e-11ef-9894-a7c7535f6ae3,1.0
755f0276-ef8b-11ef-bfbe-7f55d2fe0752,2.0
75660692-87ae-11ee-8650-b3542f744263,1.0
7568e0d8-c78b-11ee-85de-bb27ec5cd5b2,1.0
7584fe05-ef8b-11ef-992c-c9e027eb82dd,1.0
758a1889-e4a1-11ef-a4c2-3fc22233a3a2,1.0
75a90220-87ae-11ee-9c1e-0956827f7b84,1.0
75ab5737-31bc-11ef-9d16-e582f003fbba,1.0
75cea6de-e304-11ee-b3f2-9d4b149d9179,1.0
75d10fb7-cd0e-11ef-881b-39584e400dba,1.3333333333333333
75e1e5e5-d5af-11ee-b68c-bf41c0d38681,1.0
75f41399-cd0e-11ef-bf45-1bd0fe5cd780,1.0
76035c34-f8f9-11ef-9094-790983af1432,1.0
76177fbc-cd0e-11ef-951c-1df4a7e5883c,1.0
7620b6b4-d5af-11ee-b918-57d2517faea0,1.0
7624180c-f8f9-11ef-964f-6115ae2e977b,1.0
76245f8a-f8f9-11ef-851f-65efbcc6a743,1.0
76353fd7-c91c-11ef-adad-85fff5c40a74,1.0
763cb0cb-87b0-11ee-8fa8-67d60c98d3f2,2.0
76485f38-f8f9-11ef-9d1e-65efbcc6a743,1.0
765a0976-42dc-11ef-8ce4-8dd3849928ba,1.0
76678f54-ef8b-11ef-ad7d-7f55d2fe0752,1.0
7669101e-6553-11ef-9867-750a4f33a622,1.0
7694f053-87ae-11ee-b6ba-85e000f9cde0,1.0
769bb167-c91c-11ef-b3e1-fd19af548ae0,1.0
769e876c-c78b-11ee-8c99-69656b854212,1.0
769ed8b6-c91c-11ef-a8a8-afa31ead099f,1.0
76d79366-ef8b-11ef-bbb8-fb1788045f10,1.0
76efc04b-31bc-11ef-a661-e582f003fbba,1.0
76f73d08-e304-11ee-bf4f-e1884bf8c913,1.0
76ffb52e-3e25-11ef-8114-8dabaf36be2c,1.0
7703df7f-cd0e-11ef-b1e7-373665a2e030,2.0
770f4035-87ae-11ee-9d6d-055528d76b1d,1.0
772391d2-6553-11ef-8f5e-750a4f33a622,1.0
77246f8d-c91c-11ef-87b4-5de8967c7b0a,1.0
772594cd-3e25-11ef-bd42-9de9a5e964bc,1.0
772a509a-f8f9-11ef-9a99-59d222df385b,1.0
772e8526-42dc-11ef-9c54-e1b966f82adb,1.0
773d53a9-ef8b-11ef-a695-c9e027eb82dd,1.0
77597e52-87ae-11ee-baa1-d11edfb50e73,1.0
776b59b8-f8f9-11ef-aafb-9bec3d2b83e9,1.5
77719226-f8f9-11ef-881e-5b58c806da17,1.0
778a6bd3-cd0e-11ef-8b71-7bedf24e0aeb,1.0
77930b15-f8f9-11ef-9598-59d222df385b,1.0
77a95eac-f8f9-11ef-b4fb-5b58c806da17,1.0
77aba4eb-ef8b-11ef-8ac0-f557b035e855,2.0
77bb3e07-87b0-11ee-a6dc-498998d5fbc6,1.0
77c28d61-31bc-11ef-b3c9-37baa8d18926,1.0
77c9fa0a-ef8b-11ef-9e0f-c953efdf44f1,1.0
77caa381-ef8b-11ef-8160-cbacdef2ac96,1.0
77d35f0c-3e25-11ef-b9ff-97afc948d14c,1.0
77efd124-ef8b-11ef-bbfc-cbacdef2ac96,1.0
77f062c7-c91c-11ef-8fbb-85fff5c40a74,1.0
781629b0-c91c-11ef-b62f-dfbe149546aa,1.0
781d2a0c-ef8b-11ef-baed-17c1b7d6aeac,1.0
7826891f-6553-11ef-ba8b-1905df0a643f,1.0
7848101b-42dc-11ef-b79e-3d3e2a1706dd,1.0
785628c6-ef8b-11ef-9dcc-37c6e7ec704c,1.0
785c2243-c91c-11ef-9363-7ffe16aea750,1.0
78771c74-cd0e-11ef-8a7e-a3b2a670a766,1.0
7883f18c-c91c-11ef-86d4-29d0a367dc11,1.0
78a196ae-c91c-11ef-8d09-b991a85ec7b1,1.0
78a25270-c91c-11ef-8a29-552df2bf2527,1.0
78a2f9f5-87ae-11ee-a6bc-0d1196180fff,1.0
78b52b8d-ef8b-11ef-aa39-df74f20e9cdf,1.0
78c5d034-87ae-11ee-9bb6-f30dd2de4340,1.0
